City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,fort st. john,56.2499,-120.8529,13.94,88,100,3.6,CA,1722245913
364,novobelokatay,55.7062,58.9549,13.82,92,100,2.73,RU,1722245913
365,the pas,53.8251,-101.2541,15.01,94,0,2.06,CA,1722245914
366,torghay,49.6339,63.4981,27.79,23,0,8.84,KZ,1722245914
367,gowurdak,37.8124,66.0466,43.91,8,0,11.75,TM,1722245914
368,st. john's,47.5649,-52.7093,20.64,86,20,9.77,CA,1722245915
369,bukama,-9.2,25.85,35.75,8,13,0.44,CD,1722245915
370,antofagasta,-23.65,-70.4,14.6,92,30,0.91,CL,1722245915
371,puerto armuelles,8.2833,-82.8667,27.83,73,100,0.45,PA,1722245915
372,gwadar,25.1216,62.3254,30.0,78,93,5.35,PK,1722245916
373,tukrah,32.5341,20.5791,30.12,56,0,6.42,LY,1722245916
374,bengkulu,-3.8004,102.2655,28.26,75,71,4.82,ID,1722245916
375,tarija,-21.5355,-64.7296,10.07,97,100,2.72,BO,1722245917
376,maun,-19.9833,23.4167,25.19,9,0,3.16,BW,1722245917
377,roswell,34.0232,-84.3616,23.06,95,100,1.54,US,1722245917
378,pacific grove,36.6177,-121.9166,14.01,91,100,2.24,US,1722245918
379,saudarkrokur,65.7461,-19.6394,11.14,91,100,3.49,IS,1722245918
380,taroa,8.7058,171.2275,26.69,82,100,5.07,MH,1722245918
381,narwar,25.65,77.9,34.09,55,96,3.8,IN,1722245919
382,akureyri,65.6835,-18.0878,12.96,76,75,6.17,IS,1722245919
383,puerto colombia,10.9878,-74.9547,28.05,81,56,7.33,CO,1722245919
384,touros,-5.1989,-35.4608,25.06,84,45,5.55,BR,1722245920
385,sydney mines,46.2367,-60.2177,19.32,83,40,2.24,CA,1722245920
386,yatou,37.15,122.3833,27.75,86,72,3.37,CN,1722245920
387,huilong,31.8111,121.655,28.23,84,0,7.83,CN,1722245921
388,andalusia,31.3085,-86.4833,23.08,97,0,0.0,US,1722245921
389,uelsen,52.5,6.8833,22.68,58,11,2.42,DE,1722245921
390,tongliao,43.6125,122.2653,31.19,47,70,1.85,CN,1722245921
391,hasaki,35.7333,140.8333,31.22,84,97,3.92,JP,1722245922
392,maumere,-8.6199,122.2111,25.73,84,61,1.01,ID,1722245922
393,bikenibeu village,1.3673,173.1241,26.98,83,20,1.03,KI,1722245922
394,todos santos,23.45,-110.2167,28.5,90,17,2.11,MX,1722245923
395,arkhangel'sk,64.5401,40.5433,15.06,77,100,4.0,RU,1722245923
396,klaksvik,62.2266,-6.589,12.51,95,100,10.34,FO,1722245923
397,sarmiento,-45.5882,-69.07,1.04,70,75,1.86,AR,1722245924
398,itacare,-14.2775,-38.9967,21.05,93,86,2.01,BR,1722245924
399,marquette,46.5333,-87.6335,21.69,95,100,4.02,US,1722245924
400,bonthe,7.5264,-12.505,25.1,88,100,5.29,SL,1722245925
401,katsuura,35.1333,140.3,26.88,91,100,4.65,JP,1722245925
402,nkowakowa,-23.8878,30.2871,21.96,34,0,2.46,ZA,1722245925
403,arboga,59.3939,15.8388,21.19,43,0,4.68,SE,1722245926
404,portland,45.5234,-122.6762,17.24,83,0,0.45,US,1722245676
405,suicheng,33.8963,117.9331,31.56,75,0,3.6,CN,1722245926
406,singleton,-32.5667,151.1833,9.43,71,85,1.01,AU,1722245926
407,sinabang,2.4803,96.3801,28.87,73,90,1.11,ID,1722245927
408,concordia,-31.393,-58.0209,4.32,88,5,3.26,AR,1722245927
409,fuxin,42.0156,121.6589,31.37,54,43,1.1,CN,1722245928
410,antsiranana,-12.2787,49.2917,29.42,51,40,4.12,MG,1722245928
411,saint-pierre,-21.3393,55.4781,25.82,57,0,3.09,RE,1722245928
412,colonia,50.9333,6.95,25.25,60,0,1.54,DE,1722245929
413,plonsk,52.6235,20.3755,21.6,42,40,9.52,PL,1722245929
414,porto cristo,39.5395,3.333,36.47,49,0,3.89,ES,1722245929
415,saranac lake,44.3295,-74.1313,16.05,98,100,0.26,US,1722245930
416,san patricio,28.017,-97.5169,28.94,87,25,4.71,US,1722245930
417,porto novo,6.4965,2.6036,26.9,66,100,4.84,BJ,1722245930
418,little river,33.8732,-78.6142,21.09,92,0,0.0,US,1722245931
419,kenai,60.5544,-151.2583,11.19,100,100,2.06,US,1722245931
420,sungai penuh,-2.0833,101.3833,22.07,92,100,1.11,ID,1722245931
421,khowai,24.1,91.6333,33.88,80,100,3.93,IN,1722245932
422,airdrie,55.866,-3.9803,18.09,72,100,4.56,GB,1722245932
423,aripuana,-9.1667,-60.6333,19.67,59,1,0.83,BR,1722245932
424,tarawa,1.419,172.984,27.05,83,20,1.03,KI,1722245933
425,ingeniero jacobacci,-41.3427,-69.5448,-1.49,32,33,1.23,AR,1722245933
426,iquique,-20.2208,-70.1431,15.02,82,7,1.75,CL,1722245933
427,chulakkurgan,43.765,69.1814,32.23,16,29,5.4,KZ,1722245934
428,talagutong,6.2644,125.6678,28.43,80,35,4.34,PH,1722245934
429,port blair,11.6667,92.75,30.02,79,75,7.2,IN,1722245934
430,juneau,58.3019,-134.4197,12.28,91,75,0.0,US,1722245935
431,vilyuysk,63.7553,121.6247,19.48,66,94,4.52,RU,1722245935
432,cole harbour,44.6724,-63.4751,17.77,91,100,2.57,CA,1722245935
433,ayios konstandinos,38.6333,21.4,36.17,11,0,1.57,GR,1722245936
434,noosa heads,-26.3833,153.15,13.39,41,0,5.72,AU,1722245703
435,aral,40.5156,81.2636,42.15,9,35,2.87,CN,1722245936
436,gao,16.6362,1.637,31.98,43,20,7.06,ML,1722245936
437,crane,31.3974,-102.3501,24.38,76,0,7.63,US,1722245937
438,villarejo de salvanes,40.1666,-3.2728,30.07,35,79,2.06,ES,1722245937
439,guia lopes da laguna,-21.4578,-56.1142,17.85,42,3,0.61,BR,1722245937
440,minas de marcona,-15.2119,-75.1103,9.23,93,19,2.94,PE,1722245938
441,clarion,41.2148,-79.3853,17.59,93,1,1.43,US,1722245938
442,wakkanai,45.4094,141.6739,20.99,94,75,4.12,JP,1722245939
443,guarapari,-20.6667,-40.4975,20.5,78,0,3.0,BR,1722245939
444,biankouma,7.7391,-7.6138,23.6,83,100,2.46,CI,1722245939
445,laguna,38.421,-121.4238,17.47,78,0,2.57,US,1722245940
446,miranda,3.2499,-76.2281,18.07,70,77,2.32,CO,1722245940
447,walvis bay,-22.9575,14.5053,10.61,93,0,1.03,NA,1722245940
448,tocache,-8.1842,-76.5125,20.06,97,42,0.39,PE,1722245941
449,chengde,40.9725,117.9361,27.09,80,92,5.51,CN,1722245941
450,thames,-37.1333,175.5333,13.98,95,100,5.42,NZ,1722245941
451,zaozersk,69.4005,32.4476,14.27,73,87,5.37,RU,1722245942
452,valley center,33.2184,-117.0342,17.88,91,0,0.89,US,1722245942
453,atafu village,-8.5421,-172.5159,27.6,75,94,9.93,TK,1722245942
454,robore,-18.3333,-59.75,18.4,62,4,1.42,BO,1722245943
455,lodja,-3.4833,23.4333,38.62,13,0,1.16,CD,1722245943
456,riyadh,24.6877,46.7219,41.08,10,100,8.87,SA,1722245879
457,volchikha,52.0333,80.3833,28.07,42,30,3.96,RU,1722245944
458,ar ruways,24.1103,52.7306,39.87,30,76,7.08,AE,1722245944
459,ust-nera,64.5667,143.2,16.9,68,100,2.37,RU,1722245944
460,pandan,14.0453,124.1694,28.32,75,84,2.53,PH,1722245945
461,maragogi,-9.0122,-35.2225,24.26,87,74,4.05,BR,1722245945
462,hun,29.1268,15.9477,31.25,29,0,3.72,LY,1722245945
463,kidal,18.4411,1.4078,33.21,38,16,4.98,ML,1722245946
464,kirensk,57.7853,108.1119,25.48,67,95,1.39,RU,1722245946
465,mantua,45.1667,10.7833,31.3,61,2,1.79,IT,1722245947
466,aqaba,29.5267,35.0078,36.92,19,0,5.14,JO,1722245947
467,iskateley,67.6803,53.1512,22.7,57,100,5.92,RU,1722245947
468,east london,-33.0153,27.9116,15.52,33,0,7.2,ZA,1722245948
469,sucua,-2.4667,-78.1667,17.89,88,17,1.71,EC,1722245948
470,imbituba,-28.24,-48.6703,19.36,97,100,4.15,BR,1722245948
471,tabou,4.423,-7.3528,24.93,84,100,6.39,CI,1722245949
472,rocha,-34.4833,-54.3333,3.27,74,0,2.38,UY,1722245949
473,belaya kholunitsa,58.84,50.8528,12.82,98,100,2.36,RU,1722245949
474,korla,41.7597,86.1469,39.12,13,29,1.4,CN,1722245950
475,mazatlan,23.2167,-106.4167,27.17,78,0,1.54,MX,1722245950
476,coronel suarez,-37.4547,-61.9334,-1.26,37,0,2.04,AR,1722245950
477,luderitz,-26.6481,15.1594,16.28,45,0,8.05,NA,1722245951
478,pimentel,-6.8367,-79.9342,16.16,88,40,1.54,PE,1722245951
479,alice town,25.7167,-79.3,28.46,74,98,1.65,BS,1722245951
480,sitka,57.0531,-135.33,13.94,82,100,0.0,US,1722245952
481,ammon,43.4696,-111.9666,14.41,64,0,0.89,US,1722245952
482,ciudad lazaro cardenas,17.9583,-102.2,25.16,87,96,1.93,MX,1722245952
483,mersin,36.862,34.6509,32.37,40,0,3.84,TR,1722245952
484,carutapera,-1.195,-46.02,25.99,79,9,3.99,BR,1722245953
485,kitimat,54.0524,-128.6534,15.21,61,100,2.24,CA,1722245953
486,manggar,-2.8833,108.2667,28.56,73,12,5.48,ID,1722245954
487,shagonar,51.5333,92.8,27.35,41,100,2.45,RU,1722245954
488,brainerd,46.358,-94.2008,19.88,96,20,2.06,US,1722245954
489,bulolo,-7.2,146.65,21.37,98,71,1.47,PG,1722245955
490,lensk,60.7253,114.9278,24.64,53,78,5.63,RU,1722245955
491,viedma,-40.8135,-62.9967,0.95,37,0,3.31,AR,1722245955
492,galappo,-4.2667,35.85,27.62,32,6,2.87,TZ,1722245956
493,nova vicosa,-17.8919,-39.3719,21.75,83,4,2.04,BR,1722245956
494,flin flon,54.7682,-101.865,14.65,80,90,2.41,CA,1722245956
495,sesheke,-17.4759,24.2968,29.03,5,2,2.88,ZM,1722245957
496,al qadarif,14.0349,35.3834,28.23,60,90,5.54,SD,1722245957
497,lorengau,-2.0226,147.2712,27.35,83,24,4.12,PG,1722245957
498,happy valley-goose bay,53.3168,-60.3315,17.17,77,75,0.0,CA,1722245958
499,axim,4.8699,-2.2405,25.63,76,100,3.89,GH,1722245958
500,lubang,13.8584,120.124,28.49,72,100,3.56,PH,1722245958
501,san antonio de pale,-1.4014,5.6325,22.46,78,98,5.55,GQ,1722245959
502,kibaha,-6.7667,38.9167,31.19,39,71,1.97,TZ,1722245959
503,autun,46.95,4.3,29.0,45,0,1.32,FR,1722245960
504,baukau,51.5526,7.2042,25.16,57,4,2.55,DE,1722245960
505,pasuquin,18.3328,120.6177,29.97,79,75,5.66,PH,1722245960
506,ashland,40.8167,-82.2665,22.12,94,100,1.97,US,1722245960
507,yangambi,0.8102,24.4336,34.46,37,9,1.8,CD,1722245961
508,kholmsk,47.0511,142.0569,18.92,96,100,2.64,RU,1722245961
509,minuwangoda,7.1663,79.9533,28.96,79,75,5.14,LK,1722245961
510,jirja,26.3383,31.8916,38.9,15,6,1.93,EG,1722245962
511,lindi,-10.0,39.7167,31.37,39,0,3.52,TZ,1722245962
512,aksuat,48.7167,83.7,32.37,24,73,5.34,KZ,1722245962
513,taichung,24.1469,120.6839,31.38,73,75,0.89,TW,1722245674
514,sukhothai,17.25,99.6667,32.94,62,40,5.14,TH,1722245963
515,byron bay,-28.65,153.6167,9.28,57,0,4.01,AU,1722245815
516,luanda,-8.8368,13.2343,22.0,78,75,3.6,AO,1722245964
517,nalut,30.3333,10.85,32.74,25,0,3.06,LY,1722245964
518,agde,43.3108,3.4758,30.02,48,0,2.57,FR,1722245964
519,usinsk,65.9939,57.5281,19.75,75,100,8.06,RU,1722245965
520,sao miguel do tapuio,-5.5036,-41.3233,22.28,65,0,2.2,BR,1722245965
521,cotonou,6.3654,2.4183,26.99,78,40,6.17,BJ,1722245965
522,forster,-32.1667,152.5167,11.32,78,100,10.08,AU,1722245965
523,laboulaye,-34.1266,-63.3912,1.81,42,14,3.28,AR,1722245966
524,stavanger,58.9701,5.7333,18.37,55,0,2.06,NO,1722245966
525,dolbeau-mistassini,48.8763,-72.212,20.36,80,1,0.89,CA,1722245966
526,mammoth lakes,37.6485,-118.9721,7.67,52,0,0.0,US,1722245967
527,nacala,-14.5428,40.6728,28.62,54,40,4.12,MZ,1722245967
528,prachuap khiri khan,12.2167,99.75,25.99,81,100,2.8,TH,1722245968
529,manta,-0.95,-80.7333,21.88,94,100,4.12,EC,1722245968
530,faya-largeau,17.9257,19.1043,37.68,29,10,5.78,TD,1722245968
531,acarau,-2.8856,-40.12,24.31,84,19,6.08,BR,1722245969
532,fisterra,42.9049,-9.2629,31.84,87,78,1.25,ES,1722245969
533,salahonda,2.1019,-78.7217,25.73,89,98,3.77,CO,1722245969
534,ocean shores,46.9737,-124.1563,16.27,94,100,3.6,US,1722245970
535,fada,7.25,4.0667,25.37,88,75,3.09,NG,1722245970
536,wabag,-5.4781,143.7021,14.29,98,83,0.18,PG,1722245970
537,wongsorejo,-7.9908,114.4009,25.95,81,71,4.36,ID,1722245971
538,sertania,-8.0736,-37.2644,20.82,69,66,5.04,BR,1722245971
539,kotlas,61.2611,46.6556,15.54,89,100,2.24,RU,1722245971
540,acapulco de juarez,16.8634,-99.8901,27.9,74,75,3.09,MX,1722245972
541,vila do maio,15.1333,-23.2167,26.44,75,97,5.89,CV,1722245972
542,kharp,66.8014,65.8081,22.42,59,100,7.51,RU,1722245972
543,labytnangi,66.6572,66.4183,22.17,66,100,7.55,RU,1722245973
544,bontoc,17.0899,120.978,21.9,97,100,1.26,PH,1722245973
545,tuzha,57.6062,47.936,16.84,78,90,3.61,RU,1722245973
546,dunedin,-45.8742,170.5036,7.11,97,100,2.24,NZ,1722245974
547,taitung city,22.7583,121.1444,29.15,84,75,2.06,TW,1722245974
548,ghanzi,-21.5667,21.7833,20.28,15,0,2.84,BW,1722245974
549,ngorongoro,-3.2397,35.4875,21.28,38,21,2.59,TZ,1722245975
550,cidreira,-30.1811,-50.2056,13.63,89,100,8.51,BR,1722245975
551,tidjikja,18.5564,-11.4271,32.14,38,25,7.21,MR,1722245976
552,phek,25.6667,94.5,26.08,83,100,0.83,IN,1722245976
553,cabo san lucas,22.8909,-109.9124,30.61,65,51,2.68,MX,1722245976
554,andradas,-22.0681,-46.5692,15.36,62,0,2.46,BR,1722245977
555,geraldton,-28.7667,114.6,18.23,94,75,5.66,AU,1722245977
556,lashio,22.9333,97.75,23.39,98,100,0.97,MM,1722245977
557,napili-honokowai,20.9708,-156.6705,24.51,77,99,6.33,US,1722245978
558,mahanoro,-19.9,48.8,25.58,58,0,5.44,MG,1722245978
559,cartagena,10.3997,-75.5144,25.79,94,0,1.03,CO,1722245978
560,shitanjing,39.2342,106.3439,21.69,63,100,2.13,CN,1722245979
561,necochea,-38.5473,-58.7368,0.77,55,1,4.0,AR,1722245979
562,jieshi,22.8134,115.8257,28.07,84,82,6.36,CN,1722245979
563,arraial do cabo,-22.9661,-42.0278,17.92,94,20,1.03,BR,1722245980
564,burhanpur,21.3,76.2333,23.91,97,100,5.02,IN,1722245980
565,padang,-0.9492,100.3543,31.03,81,97,2.03,ID,1722245980
566,tazacorte,28.629,-17.9293,23.54,93,75,4.12,ES,1722245981
567,kiunga,-6.1219,141.2906,22.82,98,39,1.38,PG,1722245981
568,kalianget,-7.05,113.9333,32.75,72,16,5.01,ID,1722245981
569,gambela,8.25,34.5833,24.21,87,100,0.49,ET,1722245982
570,mirpur sakro,24.5474,67.6277,31.54,64,100,5.99,PK,1722245982
571,nieuw amsterdam,5.8833,-55.0833,25.09,94,0,0.0,SR,1722245982
572,an nuhud,12.7,28.4333,31.55,46,23,6.6,SD,1722245983
573,tangwani,28.2787,68.9972,45.1,23,38,1.79,PK,1722245983
574,lhokseumawe,5.1801,97.1507,29.65,68,100,2.93,ID,1722245983
575,banjarmasin,-3.3244,114.591,31.08,69,96,2.43,ID,1722245915
576,troitsko-pechorsk,62.7084,56.1964,21.41,56,55,1.97,RU,1722245984
577,quang ngai,15.1167,108.8,28.95,80,100,2.21,VN,1722245984
578,shalya,57.2471,58.7298,14.02,93,100,3.33,RU,1722245984
579,mansa,29.9833,75.3833,39.02,39,90,1.17,IN,1722245985
580,santa cruz,-17.8,-63.1667,19.7,83,75,6.69,BO,1722245985
